City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
202,Alta Floresta,BR,2022-12-09 20:41:16,-9.8756,-56.0861,78.66,86,99,0.96
203,Ati,TD,2022-12-09 20:47:54,13.2154,18.3353,74.05,15,0,9.93
204,Port-Cartier,CA,2022-12-09 20:47:54,50.0334,-66.8654,19.62,69,0,16.28
205,Carauari,BR,2022-12-09 20:47:55,-4.8828,-66.8958,84.27,71,99,2.19
206,Eyemouth,GB,2022-12-09 20:47:55,55.8713,-2.0901,31.23,78,50,10.47
207,Sao Filipe,CV,2022-12-09 20:47:56,14.8961,-24.4956,76.87,75,5,6.2
208,Saint-Augustin,CA,2022-12-09 20:47:56,51.226,-58.6502,33.06,96,100,5.82
209,Makokou,GA,2022-12-09 20:47:57,0.5738,12.8642,72.63,77,33,1.79
210,Buraydah,SA,2022-12-09 20:47:57,26.326,43.975,57.65,61,82,4.83
211,Hamilton,US,2022-12-09 20:45:33,39.1834,-84.5333,51.89,83,100,5.75
212,Gilbues,BR,2022-12-09 20:47:58,-9.8317,-45.3439,75.87,78,99,4.25
213,Adrar,MR,2022-12-09 20:47:58,20.5022,-10.0711,80.71,13,11,7.92
214,Hudiksvall,SE,2022-12-09 20:47:58,61.729,17.1036,25.41,89,100,9.64
215,Lannion,FR,2022-12-09 20:47:59,48.75,-3.4167,35.01,93,40,2.3
216,Nanga Eboko,CM,2022-12-09 20:48:00,4.6833,12.3667,72.12,49,0,1.9
217,Visnes,NO,2022-12-09 20:48:00,59.3556,5.2242,32.22,59,0,12.66
218,Saint George,US,2022-12-09 20:47:09,37.1041,-113.5841,51.94,48,0,1.99
219,Mangrol,IN,2022-12-09 20:48:01,21.1167,70.1167,69.98,40,42,9.15
220,The Valley,AI,2022-12-09 20:48:01,18.217,-63.0578,82.26,57,20,5.75
221,Cockburn Town,TC,2022-12-09 20:48:02,21.4612,-71.1419,78.76,57,40,8.05
222,Carbonia,IT,2022-12-09 20:48:02,39.1672,8.5222,58.15,87,100,2.01
223,Les Cayes,HT,2022-12-09 20:48:03,18.2,-73.75,80.37,55,4,6.04
224,Tarko-Sale,RU,2022-12-09 20:48:04,64.9225,77.785,-3.73,96,100,17.36
225,Betare Oya,CM,2022-12-09 20:48:04,5.6,14.0833,72.43,34,0,5.03
226,Labrea,BR,2022-12-09 20:48:05,-7.2586,-64.7981,83.68,73,98,1.36
227,Andra,RU,2022-12-09 20:48:05,62.5147,65.8878,-21.12,98,5,4.36
228,Avanigadda,IN,2022-12-09 20:48:06,16.0215,80.9181,68.95,92,100,11.54
229,Novyy Urengoy,RU,2022-12-09 20:45:19,66.0833,76.6333,-10.26,95,100,14.83
230,Maues,BR,2022-12-09 20:49:06,-3.3836,-57.7186,93.0,38,91,4.74
231,Iqaluit,CA,2022-12-09 20:49:07,63.7506,-68.5145,-4.27,77,75,4.61
232,Salinopolis,BR,2022-12-09 20:49:08,-0.6136,-47.3561,81.45,73,73,10.69
