City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,Nova Olimpia,BR,-14.7972,-57.2881,73.35,97,99,1.86,moderate rain
350,Mitu,CO,1.1983,-70.1733,75.42,91,100,1.1,overcast clouds
351,Mehran,IR,33.1222,46.1646,63.88,45,100,10.16,overcast clouds
352,Quthing,LS,-30.4,27.7003,63.48,81,43,2.68,light rain
353,Tokmak,UA,47.2514,35.7058,34.57,79,97,15.23,overcast clouds
354,Antalaha,MG,-14.9003,50.2788,72.97,81,16,6.31,few clouds
355,Rogatica,BA,43.8008,19.0025,35.15,70,100,2.06,overcast clouds
356,Pitsunda,GE,43.1592,40.3378,53.78,82,100,11.14,overcast clouds
357,Aden,YE,12.7794,45.0367,77.68,70,0,13.27,clear sky
358,Sindgi,IN,16.9167,76.2333,70.18,87,78,9.82,broken clouds
359,Humaita,BR,-7.5061,-63.0208,79.81,79,98,1.66,overcast clouds
360,Sambava,MG,-14.2667,50.1667,73.06,83,5,8.61,clear sky
361,Zhezkazgan,KZ,47.8043,67.7144,8.98,77,45,6.64,scattered clouds
362,Lucea,JM,18.451,-78.1736,82.26,73,39,9.78,scattered clouds
363,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.5,82,59,10.18,broken clouds
364,Bangassou,CF,4.7413,22.8184,67.64,91,96,3.11,overcast clouds
365,Santa Maria,BR,-29.6842,-53.8069,79.9,28,0,5.75,clear sky
366,Saint-Louis,SN,16.3333,-15.0,76.64,13,0,9.31,clear sky
367,Gualaquiza,EC,-3.4,-78.55,69.3,94,93,2.1,light rain
368,Karpathos,GR,35.507,27.2132,62.56,88,100,11.5,overcast clouds
369,Mazagao,BR,-0.115,-51.2894,79.74,71,13,5.44,few clouds
370,Imbituba,BR,-28.24,-48.6703,70.07,63,3,13.53,clear sky
371,Skegness,GB,53.1436,0.3363,32.02,73,29,6.71,scattered clouds
372,San Juan,AR,-31.5375,-68.5364,95.34,13,0,3.33,clear sky
373,Triolet,MU,-20.0547,57.5453,77.27,70,8,7.0,clear sky
374,Norwich,GB,52.6278,1.2983,32.32,91,0,4.0,clear sky
375,Dortyol,TR,36.8616,36.2289,54.84,76,89,10.27,overcast clouds
376,Naujamiestis,LT,55.6869,24.1523,17.44,95,66,7.87,broken clouds
377,Ballina,AU,-28.8667,153.5667,73.78,81,21,5.75,few clouds
378,Saint Augustine,US,29.8947,-81.3145,68.09,94,100,13.8,mist
379,Ambilobe,MG,-13.2,49.05,73.15,79,2,2.84,clear sky
380,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,87,59,24.9,light rain
381,Ancud,CL,-41.8697,-73.8203,59.36,74,95,8.57,overcast clouds
382,Andenes,NO,69.3143,16.1194,26.58,59,20,11.5,few clouds
383,Manaus,BR,-3.1019,-60.025,73.9,100,75,3.44,moderate rain
384,Crossville,US,35.949,-85.0269,52.43,79,87,5.01,overcast clouds
385,Saint Pete Beach,US,27.7253,-82.7412,79.07,61,0,6.91,clear sky
386,Godhra,IN,22.75,73.6333,71.94,46,58,10.07,broken clouds
387,Nouadhibou,MR,20.931,-17.0347,69.55,77,0,15.39,clear sky
388,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,86,100,19.57,light rain
389,Inta,RU,66.0317,60.1659,10.83,88,100,3.96,overcast clouds
390,Zherdevka,RU,51.8486,41.4606,25.45,79,68,25.28,broken clouds
391,Maceio,BR,-9.6658,-35.7353,78.24,88,0,12.66,clear sky
392,Sao Raimundo Nonato,BR,-9.0153,-42.6994,81.48,41,5,5.61,clear sky
393,Johnson City,US,36.3134,-82.3535,55.17,67,0,4.61,clear sky
394,Beisfjord,NO,68.3751,17.5988,19.04,73,100,3.71,overcast clouds
395,Huesca,ES,42.1362,-0.4087,48.88,97,75,3.44,moderate rain
396,Tucuma,BR,-0.1833,-50.05,78.15,82,49,7.05,scattered clouds
397,Camacha,PT,33.0833,-16.3333,67.42,78,20,14.97,few clouds
398,Diamantino,BR,-14.4086,-56.4461,79.63,67,100,5.28,overcast clouds
399,Cavalcante,BR,-13.7975,-47.4583,70.81,90,78,2.26,broken clouds
400,Lukulu,ZM,-14.3707,23.242,67.87,82,29,3.89,scattered clouds
401,Vargashi,RU,55.3556,65.8467,2.55,93,56,6.67,broken clouds
402,Bumba,CD,2.1833,22.4667,69.96,94,99,2.59,overcast clouds
403,Old Saybrook,US,41.2918,-72.3762,40.98,47,0,6.91,clear sky
404,Antalya,TR,36.7741,30.7178,59.59,91,75,6.91,shower rain
405,Kattivakkam,IN,13.2167,80.3167,78.89,86,53,3.09,broken clouds
406,Cacoal,BR,-11.4386,-61.4472,81.55,77,93,3.13,heavy intensity rain
407,Aragarcas,BR,-15.8975,-52.2508,74.3,89,99,5.46,light rain
408,San Matias,BO,-16.3667,-58.4,91.35,40,81,5.55,broken clouds
409,Ornskoldsvik,SE,63.2909,18.7153,11.35,79,75,11.5,broken clouds
410,Boa Vista,BR,2.8197,-60.6733,82.38,69,20,2.3,few clouds
411,Vetluga,RU,57.8557,45.781,16.72,84,63,10.74,broken clouds
412,Bam,IR,29.106,58.357,47.05,38,0,1.01,clear sky
413,Arak,IR,34.0917,49.6892,42.17,52,96,4.52,overcast clouds
414,Kidal,ML,18.4411,1.4078,71.08,11,3,8.08,clear sky
415,Mangrol,IN,21.1167,70.1167,76.69,64,35,10.29,scattered clouds
416,Chabahar,IR,25.2919,60.643,71.22,52,0,7.27,clear sky
417,Oranjestad,AW,12.524,-70.027,80.91,77,59,8.01,broken clouds
418,Port-Cartier,CA,50.0334,-66.8654,19.74,92,100,15.64,snow
419,Maarianhamina,AX,60.0973,19.9348,21.06,79,40,8.05,scattered clouds
420,Natal,BR,-5.795,-35.2094,81.25,78,20,16.11,few clouds
421,Keuruu,FI,62.2667,24.7,11.8,96,100,4.7,light snow
422,Zdvinsk,RU,54.7021,78.661,-17.19,97,7,5.21,clear sky
423,Nikolskoye,RU,59.7035,30.7861,24.8,89,86,10.0,overcast clouds
424,Sindor,RU,62.8629,51.8905,23.77,92,100,9.33,overcast clouds
425,Tamandare,BR,-8.7597,-35.1047,79.39,76,36,13.04,scattered clouds
426,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,79,21,23.55,light rain
427,Porto Santo,PT,33.072,-16.3415,70.18,78,20,14.97,few clouds
428,Catamarca,AR,-28.4696,-65.7852,90.07,34,10,8.99,clear sky
429,Nouakchott,MR,18.0858,-15.9785,78.73,27,0,10.54,clear sky
430,Lesnyye Polyany,RU,55.9667,37.8667,26.82,96,100,10.56,snow
431,Pizarro,CO,4.9533,-77.366,78.3,83,82,6.76,broken clouds
432,Lerwick,GB,60.1545,-1.1494,32.0,61,95,25.1,overcast clouds
433,Lulea,SE,65.5842,22.1547,6.87,85,100,10.36,light snow
434,Eidsvag,NO,62.7767,8.0668,23.65,69,100,7.49,overcast clouds
435,Huarmey,PE,-10.0681,-78.1522,69.94,80,79,3.83,broken clouds
436,Castelo Do Piaui,BR,-5.3222,-41.5525,86.76,26,34,3.31,scattered clouds
437,Samana,DO,19.2056,-69.3369,72.23,72,0,5.39,clear sky
438,Rabo De Peixe,PT,37.8,-25.5833,60.31,98,40,31.07,light intensity shower rain
439,Kostomuksha,RU,64.571,30.5767,17.62,93,100,8.75,overcast clouds
440,Grindavik,IS,63.8424,-22.4338,21.67,73,20,13.8,few clouds
441,Tibu,CO,8.639,-72.7358,76.91,92,74,2.44,broken clouds
442,Gornopravdinsk,RU,60.05,69.9,-8.27,95,100,4.83,overcast clouds
443,Halifax,CA,44.6453,-63.5724,28.47,68,75,32.01,broken clouds
444,Mastaga,AZ,40.5328,50.0039,44.31,87,0,9.22,clear sky
445,Jaffna,LK,9.6685,80.0074,76.57,85,8,8.72,clear sky
446,Aras,ES,42.5617,-2.356,48.76,93,100,3.44,light rain
447,Makueni,KE,-1.8041,37.6203,60.13,93,63,3.47,broken clouds
448,Mamallapuram,IN,12.6264,80.1722,78.85,85,24,4.27,few clouds
449,Sahbuz,AZ,39.4072,45.5739,33.4,85,91,1.36,overcast clouds
450,Wick,GB,58.4333,-3.0833,35.65,80,75,16.11,broken clouds
451,Viedma,AR,-40.8135,-62.9967,76.8,28,1,15.55,clear sky
452,Mumford,GH,5.2618,-0.759,79.54,85,76,7.4,broken clouds
453,Alto Paraguai,BR,-14.5136,-56.4825,79.16,68,100,5.17,overcast clouds
454,Saint-Dizier,FR,48.4167,5.0833,28.69,80,100,7.63,overcast clouds
455,Kissidougou,GN,9.1848,-10.0999,69.67,29,5,1.34,clear sky
456,Makurdi,NG,7.7411,8.5121,79.09,23,2,0.72,clear sky
457,Kibre Mengist,ET,5.8833,38.9833,58.21,60,76,1.39,broken clouds
458,Pangody,RU,65.85,74.4859,-8.5,91,100,10.87,overcast clouds
459,Mantua,IT,45.1667,10.7833,36.64,91,100,5.01,overcast clouds
460,Turtas,RU,58.9417,69.1325,-9.2,93,97,4.68,overcast clouds
461,Rocha,UY,-34.4833,-54.3333,64.42,49,0,7.87,clear sky
462,Yanam,IN,16.7333,82.2167,72.46,84,3,3.42,clear sky
463,Kem,RU,64.9555,34.5793,19.81,95,95,10.96,overcast clouds
464,Cockburn Town,TC,21.4612,-71.1419,76.96,65,20,0.0,few clouds
465,Peniche,PT,39.3558,-9.3811,62.29,88,35,15.1,scattered clouds
466,Areka,ET,7.0667,37.7,62.8,71,88,5.64,overcast clouds
467,Faya,SA,18.3851,42.4509,54.12,73,5,1.48,clear sky
468,Palaikastron,GR,35.2,26.25,62.8,76,100,13.76,light rain
469,Dorado,PR,18.4588,-66.2677,78.96,74,40,4.61,scattered clouds
470,Stary Plzenec,CZ,49.6977,13.4735,22.21,90,97,4.72,overcast clouds
471,Mahanje,TZ,-9.9333,35.3333,64.56,84,24,2.28,few clouds
472,Tabat,ID,-2.635,115.2274,72.43,99,100,0.69,overcast clouds
473,Veendam,NL,53.1067,6.8792,26.98,95,75,4.94,broken clouds
474,Tiszaroff,HU,47.4,20.45,23.99,89,7,2.53,clear sky
475,Cururupu,BR,-1.8283,-44.8683,77.2,82,9,5.23,clear sky
476,Leh,IN,34.1667,77.5833,14.5,40,12,2.21,few clouds
477,Maragogi,BR,-9.0122,-35.2225,79.2,76,24,13.27,few clouds
478,Zambezi,ZM,-13.5432,23.1047,63.91,96,18,4.14,light rain
479,Tucurui,BR,-3.7661,-49.6725,81.23,68,82,3.96,broken clouds
480,Saint-Georges,GD,12.0564,-61.7485,76.19,88,100,13.56,light rain
481,Paamiut,GL,61.994,-49.6678,16.2,73,40,7.76,scattered clouds
482,Oksfjord,NO,70.2396,22.3479,23.18,81,100,7.38,overcast clouds
483,Port-Gentil,GA,-0.7193,8.7815,76.96,94,20,3.44,light rain
484,Ibatiba,BR,-20.2339,-41.5106,69.31,98,99,5.79,moderate rain
485,Luderitz,NA,-26.6481,15.1594,65.16,93,6,8.41,clear sky
486,Beira,MZ,-19.8436,34.8389,77.97,86,76,6.6,broken clouds
487,La Sarre,CA,48.8002,-79.1996,13.73,96,42,5.82,scattered clouds
488,Piranshahr,IR,36.701,45.1413,38.98,97,100,5.26,light rain
489,Zaykovo,RU,57.5613,62.7568,2.21,97,85,5.66,overcast clouds
490,Benoy,TD,8.9833,16.3199,75.34,20,30,5.84,scattered clouds
491,Naantali,FI,60.4674,22.0243,24.85,92,100,2.3,light shower snow
492,Novobelokatay,RU,55.7062,58.9549,4.78,85,44,2.95,scattered clouds
493,Batticaloa,LK,7.7102,81.6924,76.87,84,61,3.69,broken clouds
494,Cotonou,BJ,6.3654,2.4183,80.44,81,48,10.51,scattered clouds
495,Mattru,SL,7.6244,-11.8332,75.42,90,1,3.0,clear sky
496,Bat Khela,PK,34.6167,71.9714,50.54,27,81,7.81,broken clouds
497,Pipili,IN,20.1167,85.8333,70.14,100,1,2.3,fog
498,Wicklow,IE,53.0,-6.4167,35.08,82,46,11.01,scattered clouds
499,Doha,QA,25.2867,51.5333,69.78,64,0,4.61,clear sky
500,Parabel,RU,58.6978,81.4825,-21.59,99,16,5.55,few clouds
501,Hammerfest,NO,70.6634,23.6821,21.65,58,75,3.44,broken clouds
502,Saint-Pierre,RE,-21.3393,55.4781,75.9,73,0,4.61,light rain
503,Mogadishu,SO,2.0371,45.3438,79.63,79,8,16.82,clear sky
504,Quilmana,PE,-12.95,-76.3833,72.32,71,67,5.48,broken clouds
505,Mwaya,TZ,-9.55,33.95,74.44,73,6,3.49,clear sky
506,Aripuana,BR,-9.1667,-60.6333,74.71,92,95,5.41,overcast clouds
507,Jimma,ET,7.6667,36.8333,59.32,90,85,1.52,light rain
508,Herat,AF,34.5,62.0,42.21,45,35,5.37,scattered clouds
509,Kemijarvi,FI,66.7131,27.4306,13.03,95,100,5.93,light snow
510,Terra Santa,BR,-2.1042,-56.4869,84.06,54,71,2.75,broken clouds
511,Usinsk,RU,65.9939,57.5281,15.76,94,100,16.33,light snow
512,Rovaniemi,FI,66.5,25.7167,9.81,92,100,10.36,light snow
513,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.26,90,64,3.76,broken clouds
514,Grenaa,DK,56.4158,10.8783,34.02,94,100,22.44,overcast clouds
515,Capinota,BO,-17.7167,-66.2333,66.65,53,100,6.62,overcast clouds
516,Sortland,NO,68.6949,15.4162,22.08,85,100,2.71,overcast clouds
517,Verkhnetulomskiy,RU,68.6073,31.7962,17.73,96,100,2.57,light snow
518,Constantine,DZ,36.365,6.6147,58.41,82,20,12.66,few clouds
519,Saint-Jean-De-Luz,FR,43.3891,-1.6581,61.52,83,100,5.75,overcast clouds
520,Bembereke,BJ,10.2283,2.6634,72.68,22,21,4.41,few clouds
521,Elliot Lake,CA,46.3834,-82.6331,22.26,82,34,3.44,scattered clouds
522,Kilinochchi,LK,9.3961,80.3982,74.61,89,12,5.39,few clouds
523,Dokka,NO,60.84,10.0618,-1.14,95,100,3.98,overcast clouds
524,Bud,US,39.447,-86.1758,45.05,76,100,12.08,overcast clouds
525,Owensboro,US,37.7742,-87.1133,55.45,62,100,12.66,overcast clouds
526,Tarata,BO,-17.6167,-66.0167,63.07,59,100,5.86,overcast clouds
527,Ferkessedougou,CI,9.6,-5.2,77.14,18,1,4.29,clear sky
528,Kerekegyhaza,HU,46.9372,19.4781,27.75,77,8,5.21,clear sky
529,Isfara,TJ,40.1265,70.6253,30.51,61,3,4.83,clear sky
530,Pesnica Pri Mariboru,SI,46.6069,15.6767,30.07,82,100,2.3,overcast clouds
531,Oron,NG,4.8256,8.2343,78.64,84,1,5.41,light rain
532,Bayji,IQ,34.9311,43.487,56.23,80,100,9.4,overcast clouds
533,Fernandina Beach,US,30.6697,-81.4626,63.01,77,100,17.27,overcast clouds
534,Huntingdon,GB,52.3305,-0.1865,31.03,98,100,6.8,overcast clouds
535,Sabzevar,IR,36.2126,57.6819,41.07,41,38,2.66,scattered clouds
536,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,70.18,91,100,6.13,light rain
537,Mattawa,US,46.7379,-119.9028,34.88,89,96,1.83,overcast clouds
538,Togur,RU,58.3631,82.8265,-19.98,99,13,4.72,few clouds
539,Pangnirtung,CA,66.1451,-65.7125,13.89,86,98,3.85,overcast clouds
540,Vagur,FO,61.4732,-6.8119,33.13,66,100,30.98,overcast clouds
541,Hasanabad,IR,36.5465,61.0543,51.73,33,60,14.29,broken clouds
542,Adilabad,IN,19.6667,78.5333,71.64,81,9,2.86,clear sky
543,Ust-Kan,RU,50.9276,84.761,-1.8,97,99,2.91,overcast clouds
544,Sisimiut,GL,66.9395,-53.6735,18.5,82,100,14.16,overcast clouds
545,Sikeston,US,36.8767,-89.5879,60.76,82,100,16.11,overcast clouds
546,Karpogory,RU,64.0019,44.4451,27.21,91,100,9.75,overcast clouds
547,Killybegs,IE,54.6333,-8.45,35.73,73,7,11.79,clear sky
548,Kangaatsiaq,GL,68.3065,-53.4641,15.69,84,100,12.44,overcast clouds
549,Minsk,BY,53.9,27.5667,24.55,94,96,9.73,overcast clouds
550,Thompson,CA,55.7435,-97.8558,12.79,99,88,2.1,overcast clouds
551,Marathon,US,44.9,-89.7668,31.75,84,100,17.27,overcast clouds
552,Atar,MR,20.5169,-13.0499,78.24,30,0,6.08,clear sky
553,Yarmouth,US,41.7057,-70.2286,39.96,56,0,28.01,clear sky
554,Bogotol,RU,56.2078,89.5342,-4.86,100,100,3.49,overcast clouds
555,Povenets,RU,62.8487,34.8262,21.18,93,69,9.6,broken clouds
556,Conselheiro Lafaiete,BR,-20.6603,-43.7861,66.24,97,100,2.06,light rain
557,Mobai,SL,7.9944,-10.7511,70.52,53,0,1.03,clear sky
558,Kousseri,CM,12.0769,15.0306,74.23,23,72,8.7,broken clouds
559,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.33,94,99,2.04,overcast clouds
560,Deer Lake,CA,49.1667,-57.4316,38.44,83,100,24.18,overcast clouds
561,Staraya Poltavka,RU,50.4772,46.4814,21.96,65,0,15.46,clear sky
562,Abha,SA,18.2164,42.5053,53.85,62,0,0.0,clear sky
563,Garissa,KE,-0.4536,39.6401,77.9,73,55,9.31,broken clouds
564,Filingue,NE,14.3521,3.3168,73.33,11,25,9.44,scattered clouds
565,Rio Gallegos,AR,-51.6226,-69.2181,59.05,17,75,29.93,broken clouds
566,Sibi,PK,29.5448,67.8764,61.21,36,0,1.95,clear sky
567,Am Timan,TD,11.0297,20.2827,76.64,16,69,5.35,broken clouds
568,Necochea,AR,-38.5473,-58.7368,71.89,36,4,8.3,clear sky
569,Sabha,LY,27.0377,14.4283,65.71,38,0,7.27,clear sky
570,Galle,LK,6.0367,80.217,74.68,88,88,3.65,overcast clouds
571,Carmarthen,GB,51.8555,-4.3054,32.95,70,100,12.66,overcast clouds
572,Nahrin,AF,36.0649,69.1334,41.14,44,99,3.53,overcast clouds
573,Vestmanna,FO,62.1564,-7.1664,29.32,64,40,27.63,light snow
574,Yerkoy,TR,39.6381,34.4672,51.39,71,100,7.87,overcast clouds
575,Beyneu,KZ,45.3167,55.2,29.1,86,5,11.92,clear sky
576,Chake Chake,TZ,-5.2459,39.7666,77.2,83,76,6.55,broken clouds
577,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,83,0,8.01,clear sky
578,Morros,BR,-9.4467,-46.3003,77.85,67,91,4.29,overcast clouds
579,Matagami,CA,49.7502,-77.6328,14.11,92,100,8.05,mist
580,Thinadhoo,MV,0.5333,72.9333,80.6,78,97,10.6,light rain
581,Aksay,RU,47.26,39.87,41.25,81,100,14.0,light rain
582,Itanhem,BR,-17.1664,-40.33,76.84,85,100,9.44,overcast clouds
583,Chute-Aux-Outardes,CA,49.1168,-68.399,18.25,74,52,13.15,broken clouds
584,Kuryk,KZ,43.2,51.65,36.9,67,100,16.2,light rain
585,Tripoli,LY,32.8752,13.1875,69.4,61,95,11.81,overcast clouds
586,Oranjemund,NA,-28.55,16.4333,66.47,92,2,2.42,clear sky
587,Port Hawkesbury,CA,45.6169,-61.3485,34.63,99,100,31.0,light snow
588,Kamenka,RU,51.3223,42.7678,23.22,72,51,25.08,broken clouds
589,Placido De Castro,BR,-10.3353,-67.1856,88.92,48,100,3.96,overcast clouds
590,Ayabaca,PE,-4.6398,-79.7149,53.02,78,100,4.9,light rain
591,Selty,RU,57.3132,52.1345,10.27,79,12,7.38,few clouds
592,Ndele,CF,8.4109,20.6473,73.56,20,20,4.36,few clouds
593,Petauke,ZM,-14.2426,31.3253,66.36,85,46,4.38,light rain
594,Semme,FR,46.1963,1.5007,43.21,97,100,7.61,overcast clouds
595,Mehriz,IR,31.5917,54.4318,37.9,34,4,3.51,clear sky
596,Buzdyak,RU,54.5833,54.55,1.26,85,6,4.76,clear sky
597,Chulym,RU,55.0997,80.9572,-18.04,99,8,5.53,clear sky
598,Umea,SE,63.8284,20.2597,10.33,72,75,10.36,broken clouds
599,Taltal,CL,-25.4,-70.4833,70.56,71,23,5.26,few clouds
600,Samoylovka,RU,51.184,43.7081,22.96,72,36,22.62,scattered clouds
601,Conthey,CH,46.2253,7.3037,37.89,80,83,1.14,broken clouds
602,Pleshanovo,RU,52.8333,53.4833,14.83,72,84,9.46,broken clouds
603,Tandil,AR,-37.3217,-59.1332,81.68,13,8,8.52,clear sky
604,Kontagora,NG,10.3999,5.4695,74.64,21,97,4.59,overcast clouds
605,Aleksandrovka,UA,46.8383,32.7612,30.2,81,31,9.4,scattered clouds
606,Terrace Bay,CA,48.7834,-87.1,24.76,81,100,8.08,overcast clouds
607,Senanga,ZM,-16.1167,23.2667,68.85,78,9,4.54,clear sky
608,Janakpur,NP,26.7183,85.9065,59.58,75,6,2.01,clear sky
609,Benguela,AO,-12.5763,13.4055,75.87,75,82,3.33,broken clouds
610,Waverly,US,42.7392,-84.6208,32.16,75,0,11.5,clear sky
611,Fort-Shevchenko,KZ,44.5086,50.263,34.21,63,97,14.03,overcast clouds
612,Ust-Ishim,RU,57.6935,71.1665,-19.55,99,98,1.88,overcast clouds
613,Potosi,BO,-19.5836,-65.7531,51.94,54,99,10.69,overcast clouds
614,Molodizhne,UA,48.1773,32.6601,26.98,90,63,11.14,broken clouds
615,Nhamunda,BR,-2.1861,-56.7131,83.16,58,76,3.0,broken clouds
616,Rasra,IN,25.85,83.85,57.31,40,6,6.64,clear sky
617,Yangambi,CD,0.8102,24.4336,66.85,99,99,1.45,overcast clouds
618,Thunder Bay,CA,48.4001,-89.3168,33.71,75,100,13.8,overcast clouds
619,Borgarnes,IS,64.5383,-21.9206,8.82,69,9,7.81,clear sky
620,Koygorodok,RU,60.445,50.9968,16.88,84,32,9.64,scattered clouds
621,Bay City,US,43.5945,-83.8889,30.94,79,0,6.91,clear sky
622,Moose Factory,CA,51.2585,-80.6094,15.78,92,20,2.3,few clouds
623,Lapeer,US,43.0514,-83.3188,31.48,72,0,0.0,clear sky
624,Bolgatanga,GH,10.7856,-0.8514,79.12,18,3,6.08,clear sky
625,Le Port,RE,-20.9373,55.2919,76.24,66,56,7.63,broken clouds
626,Vasarosnameny,HU,48.1333,22.3167,28.33,79,13,4.81,few clouds
627,Maloy,NO,61.9353,5.1136,25.74,64,100,7.67,light snow
628,Sept-Iles,CA,50.2001,-66.3821,20.05,92,100,16.11,light snow
629,Venice,US,27.0998,-82.4543,78.84,78,0,6.91,haze
630,Goderich,CA,43.7501,-81.7165,27.91,62,93,5.77,overcast clouds
631,Awjilah,LY,29.1081,21.2869,61.23,78,21,2.53,few clouds
632,Barreirinha,BR,-2.7933,-57.07,82.22,61,89,2.28,overcast clouds
633,Oistins,BB,13.0667,-59.5333,75.29,78,20,16.11,light rain
634,Ambalavao,MG,-21.8333,46.9333,62.65,90,100,3.11,overcast clouds
635,Koani,TZ,-6.1333,39.2833,75.76,88,11,5.53,few clouds
636,Salamiyah,SY,35.0113,37.0532,53.53,81,55,5.95,broken clouds
637,Cassilandia,BR,-19.1133,-51.7342,73.27,92,100,5.3,light rain
638,Jacareacanga,BR,-6.2222,-57.7528,73.85,97,100,2.73,overcast clouds
639,Liwale,TZ,-9.7667,37.9333,68.07,95,100,2.17,overcast clouds
640,Irondequoit,US,43.2134,-77.5797,31.53,72,20,4.61,few clouds
641,Riberalta,BO,-10.9833,-66.1,84.49,66,85,2.77,overcast clouds
642,Kilindoni,TZ,-7.9139,39.6668,81.1,70,67,5.95,broken clouds
643,Jumla,NP,29.2747,82.1838,38.35,16,0,5.57,clear sky
644,Bridgetown,BB,13.1,-59.6167,75.69,78,20,16.11,light rain
645,Marsh Harbour,BS,26.5412,-77.0636,73.18,68,26,19.13,scattered clouds
646,Aksarka,RU,66.5606,67.7975,-2.15,91,100,13.87,overcast clouds
647,Abalak,RU,58.1286,68.5944,-13.23,96,92,4.43,overcast clouds
648,Cravo Norte,CO,6.3017,-70.2041,82.71,62,98,5.46,overcast clouds
649,Kuytun,RU,54.3419,101.5036,-11.22,96,100,0.85,overcast clouds
650,Kudahuvadhoo,MV,2.6708,72.8944,79.77,81,83,8.93,broken clouds
651,Axim,GH,4.8699,-2.2405,79.12,84,55,7.72,broken clouds
652,Zharkent,KZ,44.1628,80.0,11.75,80,74,2.77,broken clouds
653,Linares,CL,-35.85,-71.6,91.27,16,0,9.89,clear sky
654,Atasu,KZ,48.6814,71.6433,-3.41,85,44,3.8,scattered clouds
655,Syracuse,IT,37.0881,15.2792,58.37,77,56,11.92,broken clouds
656,Vamvakou,GR,39.3333,22.4167,53.31,87,100,4.27,overcast clouds
657,Lubango,AO,-14.9172,13.4925,58.82,69,64,3.91,broken clouds
658,Adwa,ET,14.1646,38.8955,57.42,59,18,1.99,few clouds
659,Chaumont,FR,48.1167,5.1333,29.37,85,99,6.73,overcast clouds
660,Bonanza,NI,14.0289,-84.591,78.75,75,71,1.99,broken clouds
661,La Brea,HN,15.8,-85.9667,81.91,74,20,9.22,few clouds
662,Soyo,AO,-6.1349,12.3689,76.98,84,99,2.62,light rain
663,Lodwar,KE,3.1191,35.5973,84.92,37,100,14.09,overcast clouds
664,Dedovichi,RU,57.5517,29.9502,21.58,91,84,10.38,broken clouds
665,Nacala,MZ,-14.5428,40.6728,77.56,84,60,4.65,broken clouds
666,Nizwa,OM,22.9333,57.5333,64.74,68,42,0.96,scattered clouds
667,Kikerino,RU,59.4667,29.6333,21.51,94,97,9.51,light snow
668,Copiapo,CL,-27.3667,-70.3333,65.89,34,8,7.92,clear sky
669,Rio Grande,BR,-32.035,-52.0986,71.71,57,0,12.06,clear sky
670,Falmouth,GB,50.1544,-5.0711,37.98,87,100,21.85,light rain
671,Wickede,DE,51.4833,7.8667,28.49,88,100,4.61,overcast clouds
672,Areosa,PT,41.7178,-8.8571,58.08,90,87,12.33,overcast clouds
673,Maralal,KE,1.0968,36.698,58.96,74,100,5.66,overcast clouds
674,Mazyr,BY,52.0495,29.2456,23.94,92,100,9.73,overcast clouds
675,Arroyo,ES,41.6096,-4.7969,51.15,89,20,6.91,few clouds
676,Jizan,SA,17.3333,42.6667,78.04,74,3,3.13,clear sky
677,Kashi,CN,39.4547,75.9797,23.2,55,7,1.99,clear sky
678,Bijawar,IN,24.6333,79.5,60.33,39,3,4.07,clear sky
679,Emba,KZ,48.8264,58.1442,16.97,63,0,13.02,clear sky
680,Tirano,IT,46.2154,10.1679,33.48,84,42,3.74,scattered clouds
681,Dogondoutchi,NE,13.6393,4.0287,72.84,11,9,9.01,clear sky
682,Abbeville,FR,50.1,1.8333,30.16,61,100,6.96,overcast clouds
683,Shar,KZ,49.5886,81.0453,13.98,95,100,10.33,light snow
684,Urucui,BR,-7.2294,-44.5561,81.54,59,29,4.03,scattered clouds
685,Skvyra,UA,49.7318,29.6657,27.45,73,87,14.52,overcast clouds
686,Kamra,PK,33.7473,73.5111,44.96,32,80,10.67,broken clouds
687,Villanueva De La Serena,ES,38.9766,-5.7974,58.03,91,92,18.23,overcast clouds
688,Edd,ER,13.9297,41.6925,79.79,54,1,16.98,clear sky
689,Voiron,FR,45.3639,5.5921,39.2,92,100,3.0,overcast clouds
690,Puerto Gaitan,CO,4.3133,-72.0816,83.62,62,98,7.18,overcast clouds
691,Houma,US,29.5958,-90.7195,77.0,88,40,17.27,scattered clouds
692,Toktogul,KG,41.8708,72.9402,21.78,57,2,2.48,clear sky
693,Krasnozerskoye,RU,53.9828,79.2374,-20.51,99,7,4.52,clear sky
694,Abnub,EG,27.2696,31.1511,62.92,58,52,5.08,broken clouds
695,Arys,KZ,42.4252,68.795,29.86,58,38,6.24,scattered clouds
696,Igdir,TR,39.9237,44.045,37.33,93,75,3.44,mist
697,Capao Da Canoa,BR,-29.7456,-50.0097,70.11,60,0,11.52,clear sky
698,Letnik,RU,46.011,41.2657,42.3,88,100,7.38,light rain
699,Bull Savanna,JM,17.8868,-77.5902,77.0,71,26,11.54,scattered clouds
